id,title,artist,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
song_11,Track 11,Artist 11,R&B,0.17129495782167037,0.11835410132658752,7,-20.453188702707152,1,0.17656570425552626,0.33104055672048227,0.8060918571559321,0.9378410517113066,0.9901648933369768,81.4102291942752,3
song_12,Track 12,Artist 12,R&B,0.8273565548261456,0.760679761220966,9,-33.61388976671138,1,0.42892799290733724,0.49558375599236615,0.6119291619152283,0.27150284529688073,0.3264604050995823,71.52880863074598,0
song_13,Track 13,Artist 13,Hip-Hop,0.5848386316888821,0.9275035512965756,0,-18.160453780925053,0,0.013659755820871644,0.057313046519332445,0.825412505952615,0.38031311043552884,0.8019962869653935,139.68604823146381,8
song_14,Track 14,Artist 14,Electronic,0.3375324658838189,0.4582832163862731,5,-21.96159549357347,1,0.0016239641307544406,0.08823330205710644,0.2547035823500513,0.6820931707235496,0.8670964915987571,169.1999999827903,3
song_15,Track 15,Artist 15,Classical,0.802851208995546,0.6594456587156382,6,-53.12113181866941,0,0.14062964526256488,0.26302523288456725,0.749748832427295,0.23630387707272127,0.048180872158477106,127.12604597992352,4
song_16,Track 16,Artist 16,Rock,0.24651990563798298,0.9144576508809412,8,-13.137412735381915,1,0.45700001850463895,0.3670803735927616,0.20232436144183652,0.7330713701675182,0.9162215979222146,131.45789214176872,7
song_17,Track 17,Artist 17,R&B,0.9760326986002038,0.09011363293414454,11,-16.759418454448905,1,0.45073879073500817,0.3933168111187052,0.5453041723980072,0.45824218216326995,0.4662027043699545,124.61816975211828,2
song_18,Track 18,Artist 18,Electronic,0.34481760774616976,0.7704814531190298,2,-20.64993674295568,0,0.25938097290075396,0.11788606628800513,0.4335345944544313,0.8566098052873911,0.9642422065371677,65.12978329114671,7
song_19,Track 19,Artist 19,Rock,0.3373109541512276,0.6168168843755751,1,-50.69438362373986,1,0.2766184355698113,0.2258213545347888,0.556475857770807,0.2785406357654824,0.5385558274531159,141.7573886992035,5
song_20,Track 20,Artist 20,Classical,0.3119119055367052,0.5986371788298613,4,-43.92021307227818,0,0.1660040056585944,0.2616472520636087,0.1355334240282725,0.20382248046329854,0.23514350989864785,102.98389446521679,6
song_21,Track 21,Artist 21,Pop,0.12211151592428793,0.2925404284815698,9,-36.40937810474398,0,0.12186833101390493,0.0676348762012462,0.3612278755130117,0.831688353874872,0.9746683074076278,172.28085543761432,8
song_22,Track 22,Artist 22,Folk,0.11113714733201241,0.6838933547776769,0,-43.2042227006134,1,0.4076109271060591,0.3260997005896973,0.6669038308661737,0.3263260649928337,0.24330491411596689,82.41480570583366,9
song_23,Track 23,Artist 23,Electronic,0.6481050345341234,0.7947977548207765,5,-46.331382559432114,1,0.053147430249820715,0.07222157275550722,0.5585307940810273,0.411868646000505,0.8824782275975037,96.25389380595368,5
song_24,Track 24,Artist 24,Indie,0.875118044558047,0.11285816494369716,8,-11.678539790293456,0,0.24367718543931788,0.7034578431096701,0.5489697589118196,0.793707832687993,0.17312849471855007,120.58256986584564,6
song_25,Track 25,Artist 25,Pop,0.7905205102716735,0.5335214309809838,9,-21.706065218387856,0,0.31719862974854224,0.38604776655731043,0.5108301121312544,0.635576537374575,0.674767572756628,117.2826052342811,1
song_26,Track 26,Artist 26,Folk,0.1411075940213511,0.10126518098740966,8,-26.071672106984977,1,0.05184014518551461,0.3267523893783747,0.9438849100388784,0.44172589043226906,0.411291608886194,108.03656900153452,3
song_27,Track 27,Artist 27,Hip-Hop,0.5455821217920664,0.8725740192976446,6,-46.44283734880477,0,0.2598035477361731,0.1265221715036069,0.9345696979397342,0.249890508904558,0.972018173151445,97.72835252247458,8
song_28,Track 28,Artist 28,Country,0.10559154597664,0.5076367226563473,10,-4.915406263881522,1,0.2887606439562216,0.2265036554448958,0.36014497279829427,0.7642009688517643,0.18477263113925457,77.66216839190201,0
song_29,Track 29,Artist 29,Jazz,0.045294643613077445,0.8079656892607574,6,-48.529017654161024,1,0.3712480302536824,0.2327052089391236,0.3518950115842048,0.18043103449005704,0.40879467300808103,158.51062474483268,5
song_30,Track 30,Artist 30,Indie,0.6563858593847672,0.36808563766621427,7,-12.30294403051937,1,0.11741802457376643,0.985204214873303,0.5548984565730611,0.9282796005864281,0.6397763240437412,113.85237447266215,3
song_31,Track 31,Artist 31,Hip-Hop,0.5351523336803503,0.1250782268163254,9,-1.999639997682415,0,0.14666375164537915,0.8353493795084933,0.0956062841392078,0.15031606912299722,0.9776204232754402,128.754787091887,1
song_32,Track 32,Artist 32,Classical,0.08202368521147085,0.04149930438571148,1,-16.374436246545834,1,0.2847605733165167,0.015262291633431624,0.3030067007675159,0.8049336919472961,0.3038630766313405,125.58634363629216,3
song_33,Track 33,Artist 33,Hip-Hop,0.034939246405988444,0.2815096207723755,5,-0.42847348892221504,0,0.4915632049908071,0.6168365907684797,0.23086756580117274,0.4242488667281338,0.3968710510447775,129.0586735977845,7
song_34,Track 34,Artist 34,Country,0.9897564134093346,0.24423370036407854,4,-20.936932981323196,0,0.10874659141005721,0.25591009642192375,0.22338966833642848,0.18600623293351204,0.4617919873223596,144.58084462136202,6
song_35,Track 35,Artist 35,Classical,0.030021332149071878,0.5603519740199618,4,-46.9523793837663,1,0.492951913561732,0.10437692881958427,0.6385055258952679,0.4023789382367712,0.2527004912961761,135.52571940482846,5
song_36,Track 36,Artist 36,Indie,0.44452825305015964,0.021738838063707355,2,-47.77083037700932,0,0.3571712665272406,0.7055997631197547,0.38435033434414934,0.22155181619993358,0.8173547004036422,92.86835008782774,1
song_37,Track 37,Artist 37,Country,0.5046190246076956,0.5205705442991734,2,-40.52614294467142,0,0.4130410348150116,0.13160554946834924,0.17116437475830626,0.13599365083584736,0.0919956057523027,126.44519112391326,6
song_38,Track 38,Artist 38,Rock,0.11728014780044504,0.39177174201200315,5,-59.572198786739634,0,0.04482063411816961,0.4437407795297357,0.8875718449877595,0.23915539893055848,0.7047899317063026,89.34154866491355,8
song_39,Track 39,Artist 39,Jazz,0.16906177843971626,0.5771222699144422,11,-19.098091795029923,0,0.15021009371531613,0.6321651648399242,0.8741486879377942,0.8673984725382526,0.5339289699575355,130.66037518897622,4
song_40,Track 40,Artist 40,Indie,0.3518050064103525,0.7024175281503646,9,-43.87993292233034,0,0.028868139825490524,0.5544947561549887,0.8624629235322352,0.10594238747982421,0.24192695598571246,111.83215442429176,4
song_41,Track 41,Artist 41,Rock,0.7616758762136626,0.634091945079839,9,-11.089006062434834,1,0.18577349750158761,0.9776290983027429,0.39074494225779277,0.9725395877678907,0.49283047353404874,64.7302053955909,0
song_42,Track 42,Artist 42,Folk,0.5070824240602667,0.9846443693733663,6,-38.44964096644198,1,0.49064482996002595,0.7857426131225226,0.05698245351045239,0.004998453687676818,0.8299490921942051,148.07828248419608,9
song_43,Track 43,Artist 43,Indie,0.6379018745529615,0.13826534387687106,0,-31.202610392201237,0,0.05263653110316924,0.7741933761274897,0.10674201789443605,0.6582381543912431,0.4454416039221264,92.9599701284394,6
song_44,Track 44,Artist 44,Folk,0.9851745550906748,0.4297370089297785,2,-2.0586650063778436,1,0.28118639118559974,0.35559539408103125,0.2760480797712992,0.856511984838086,0.12189776491497717,170.42332261605804,2
song_45,Track 45,Artist 45,Classical,0.7680054353132096,0.42483073664331117,11,-45.469672617163376,1,0.0030353114069061604,0.008395492084141698,0.21997000410865464,0.9339576481267643,0.040801962131519764,93.66686899942039,0
song_46,Track 46,Artist 46,Rock,0.4343614981412177,0.41705320370292065,0,-16.724754154215624,1,0.35634140802203135,0.7344109296706883,0.8739856201488354,0.14398559345675455,0.7777962941135569,179.59472917622054,9
song_47,Track 47,Artist 47,Jazz,0.44644192179654874,0.6637983920426683,9,-14.692932641674972,0,0.09859634618602053,0.9997320842956724,0.9863581803892595,0.6982084964523401,0.3304331458340406,115.55414013685474,4
song_48,Track 48,Artist 48,Country,0.618772077041005,0.48982806054672245,2,-46.74011054858189,0,0.06479226856238146,0.4058791077436156,0.8166736623318024,0.1073492161556473,0.9312446965741359,63.16887835068637,8
song_49,Track 49,Artist 49,R&B,0.6653652084189043,0.5174325598129631,4,-29.94018980326826,1,0.16850890608039382,0.9855184989571174,0.7298489027491885,0.3526114938744336,0.6171471810005225,69.1522778203815,9
song_50,Track 50,Artist 50,Hip-Hop,0.5007109258366713,0.4323559921467647,8,-38.9878844812219,1,0.3855221489694908,0.14170810953434643,0.5886241399273142,0.7319263575069936,0.4362838911681629,69.85056188766826,0
song_51,Track 51,Artist 51,Pop,0.6448612228149799,0.9916994610185625,2,-13.685625395994649,1,0.0533065431556054,0.2965123516367174,0.7699082991798728,0.3459732261630669,0.5644649201507126,66.74573052081536,0
song_52,Track 52,Artist 52,Jazz,0.02353249441409877,0.9275613488190422,9,-22.651000858257753,0,0.11491949789934769,0.17072693174247067,0.9470333121923908,0.3133747282810678,0.4571326449126326,92.13472796046958,4
song_53,Track 53,Artist 53,Rock,0.4296228638968441,0.30772418936437096,9,-31.44101670836718,0,0.004232210808654768,0.4751759729268158,0.601344669907081,0.1160546188024082,0.9058110823832864,98.95065949799806,8
song_54,Track 54,Artist 54,R&B,0.27893807607347676,0.11159392476666719,8,-13.238204097136908,1,0.484207431347809,0.7969814015072204,0.1546132440198339,0.066438094328088,0.45802186936729083,73.35430369206128,1
song_55,Track 55,Artist 55,Jazz,0.1291744452431104,0.8397647240386029,0,-45.89066579949498,0,0.2960727999944319,0.3406616915379539,0.1638583172687197,0.11527799128175709,0.10406450858874738,112.57577817616638,7
song_56,Track 56,Artist 56,Rock,0.09954651280877513,0.9971702514257245,5,-14.782687164938451,0,0.3599498181923497,0.9062289371518715,0.5838628031285862,0.8754747749452244,0.5970880391584586,103.84209860211054,7
song_57,Track 57,Artist 57,Electronic,0.6031921656146675,0.2926088940396455,8,-8.077541274430537,0,0.32569158557800726,0.5448304133297851,0.33346853978480784,0.01119852538092525,0.622981046150319,136.35887949843584,1
song_58,Track 58,Artist 58,Electronic,0.5236005471526117,0.35778492584176624,11,-7.282704191545655,1,0.07218227943483718,0.46542441374187726,0.9102473752449693,0.6928658695352891,0.7653300727930347,83.50374714021764,0
song_59,Track 59,Artist 59,Folk,0.2535841169963692,0.9416331814852029,4,-12.97958441882377,0,0.29746996949699706,0.7870358421952763,0.6116423338359723,0.7686242298882978,0.9332841415510088,169.67825882608082,7
song_60,Track 60,Artist 60,Jazz,0.4709500587725145,0.7111295180030899,10,-35.519149980103876,0,0.06570779757063105,0.10144349704178457,0.6764926134233603,0.5678883041274289,0.44308168212345045,121.91889345693158,4
song_61,Track 61,Artist 61,Electronic,0.4922323151824083,0.29563833177963617,9,-1.091518636930381,1,0.20061822698156395,0.7737524712106747,0.005820710100902571,0.7307753611831486,0.3520766066073058,134.8479647379381,2
song_62,Track 62,Artist 62,Rock,0.1950089804386158,0.5810464912839151,1,-37.2243813706536,1,0.2844815679626465,0.2429520001728267,0.498848552062623,0.6522696690251003,0.49077101574749926,64.7424406080508,0
song_63,Track 63,Artist 63,Folk,0.6520930618816506,0.9442295793642561,4,-21.682476053854458,1,0.27944055705107795,0.28081254718323756,0.4311647213889117,0.45555848909469265,0.9001989019112971,127.09064386408221,5
song_64,Track 64,Artist 64,Rock,0.7809193563860904,0.8118131069457786,0,-50.335549315831884,0,0.05953671299137048,0.5994537733200799,0.705871856767533,0.3827104278762671,0.9799823818365201,104.172024541398,8
song_65,Track 65,Artist 65,Folk,0.791463540889519,0.7418327137286597,8,-1.1730660818164367,0,0.01721798482326109,0.9019344250462051,0.3826386603333657,0.9413319884051735,0.9712350066137421,170.90064585783938,8
song_66,Track 66,Artist 66,Jazz,0.6024698307034551,0.7369963117270224,9,-17.76084468812021,0,0.3991171569369069,0.5784069497708648,0.9765750318871623,0.971937992570468,0.22969551280522804,166.27719786574278,4
song_67,Track 67,Artist 67,R&B,0.5116385825190141,0.17802032429227033,9,-14.797347285217896,0,0.36296121849800267,0.648949348794487,0.6702031815564018,0.6512714036250297,0.4968953615618763,136.517844002606,1
song_68,Track 68,Artist 68,Country,0.06100714300539489,0.8246812392279365,8,-56.05339779533132,0,0.04090945228236903,0.7765945896052742,0.6599183331425894,0.19729883989847175,0.25947402585501145,152.14216209668902,4
song_69,Track 69,Artist 69,Indie,0.28783129885160585,0.27611863244345813,5,-14.194931146759693,0,0.06370775940077672,0.25932475899248675,0.9193411447579827,0.4478991624377875,0.36798278236704707,137.35117885391313,8
song_70,Track 70,Artist 70,R&B,0.0932714467781699,0.9303666579015295,10,-13.516594246763923,1,0.44629188819481014,0.8272336728041425,0.9952048338983457,0.49653749008260706,0.0316841055415471,62.03617339289244,0
song_71,Track 71,Artist 71,Classical,0.9638231608784736,0.36463999101378297,8,-19.69363641826621,0,0.38456445081088997,0.41796014906714973,0.19782068926211327,0.7579700524606616,0.16060117927158346,144.3751853607801,6
song_72,Track 72,Artist 72,Rock,0.1350801462257607,0.8576603970422565,2,-42.48542317257938,0,0.49808014810833706,0.1756556934911625,0.810533143214728,0.6677771313223193,0.39707595468702717,81.25089166124337,4
song_73,Track 73,Artist 73,Classical,0.15177540985110205,0.26623349451780143,3,-30.618597470347108,1,0.12699372460251085,0.35011807946112494,0.1623194953220275,0.5148144294278951,0.3647046322230644,141.90851459642636,3
song_74,Track 74,Artist 74,R&B,0.8895766183304922,0.5145269365822405,5,-53.37393772147701,1,0.24390149443440745,0.24613111171822533,0.4570434530542099,0.680364557787157,0.2788325511313381,61.2608141076205,0
song_75,Track 75,Artist 75,Folk,0.9439282834764579,0.10688529548906056,3,-31.704776012450843,0,0.11822978803117784,0.22871360513564587,0.10018540433247014,0.02405684673377395,0.2303095770863034,97.308817007089,6
song_76,Track 76,Artist 76,Indie,0.7658290392349099,0.660118902996174,0,-45.37056884397571,0,0.3114000692386549,0.28256319871916613,0.6233709784671648,0.7766353218843638,0.7489557144473902,122.0313574889019,8
song_77,Track 77,Artist 77,Indie,0.00540492367266987,0.8360792751668383,6,-39.05418081035508,1,0.05770711954565899,0.1809308147420895,0.468518163405075,0.2116322340069443,0.2945496998113911,99.98047204329339,5
song_78,Track 78,Artist 78,Pop,0.0013462709565636999,0.7184472813024161,4,-50.24397549577809,0,0.06362158637151655,0.6677017570826429,0.628698948325715,0.6564091395611491,0.7065436314627433,143.27847024360779,8
song_79,Track 79,Artist 79,Indie,0.3781007697874508,0.5232585129386573,7,-46.19673793518618,1,0.03594394570256132,0.5799917570351172,0.677960752615413,0.11397325213700915,0.3686251090816638,122.7251446500535,9
song_80,Track 80,Artist 80,Country,0.14339537001089253,0.04511587860145949,8,-55.40588149079302,1,0.3467930411320835,0.6484418929834285,0.619432250031238,0.11446083592470147,0.8019792390755577,175.16008571540223,9
song_81,Track 81,Artist 81,Indie,0.018386142151597284,0.9334410071708584,4,-4.805918013784719,0,0.24703628871660338,0.34372472382816044,0.29402912260737313,0.035657643836702,0.16723334873534212,102.93749082130843,7
song_82,Track 82,Artist 82,R&B,0.4640666894045047,0.7054895485786347,7,-28.1753587214758,1,0.308865608177315,0.7697334025740443,0.8369591572436688,0.9102328101535118,0.15760388036957818,146.62311978609407,3
song_83,Track 83,Artist 83,Pop,0.9430618974069715,0.745864238365333,0,-36.19548172423562,0,0.43965052329467946,0.12960874095416475,0.5516861993751241,0.604558757691812,0.6796722670410044,160.3009997306391,7
song_84,Track 84,Artist 84,R&B,0.3238195749024314,0.7946805755108072,0,-27.898247233872965,1,0.3701642423776793,0.5711367094613602,0.48985117321680316,0.3619619362291483,0.9149152418088552,90.43413445313703,9
song_85,Track 85,Artist 85,R&B,0.6611406784286965,0.7477434259276107,6,-22.30240629110684,1,0.2308614590833455,0.2754529722464739,0.9870638042348744,0.7877777410193088,0.14298670483287135,150.49577709539045,4
song_86,Track 86,Artist 86,Hip-Hop,0.6522353531324407,0.44111616409833365,5,-4.6872723978390525,1,0.4921779941971132,0.5276099006976114,0.28350790670647685,0.6260822006246655,0.07370461784381699,107.19767999795941,2
song_87,Track 87,Artist 87,Pop,0.25108010366516775,0.7336218292879468,4,-49.2784228628212,0,0.22812805057098662,0.32363717524023916,0.5280303048951731,0.6200805179129404,0.9346372068218237,75.44725819598958,8
song_88,Track 88,Artist 88,R&B,0.6504252488238643,0.6250267878103289,4,-42.26685008188694,0,0.0562253366167666,0.7905117650912953,0.6823245786079914,0.4870427943630068,0.11732694386581943,60.4376492919016,4
song_89,Track 89,Artist 89,Hip-Hop,0.21233397428689127,0.8540163336687865,8,-1.4526398193531165,0,0.496327373626358,0.8912718388380946,0.12522593293323359,0.007926778668208678,0.2503669197656827,149.250906316455,7
song_90,Track 90,Artist 90,Hip-Hop,0.12200741357688905,0.8024598153373704,0,-37.72842080108853,0,0.01141036500742365,0.7425812233716312,0.3542397241465354,0.25846250642493984,0.9294941674200807,82.34928946541253,8
song_91,Track 91,Artist 91,Pop,0.7013832855596901,0.041374382467259885,7,-58.646300954560346,0,0.27494177974387607,0.1755837128492468,0.8016887159973262,0.10907669460008296,0.8029178929602216,66.14323610523907,8
song_92,Track 92,Artist 92,Classical,0.11344081710391674,0.37888709033260526,1,-51.14139044177047,0,0.15454774434985463,0.2748668983883623,0.23675823459983003,0.662409852352776,0.34275781365729385,119.66509050475695,6
song_93,Track 93,Artist 93,Folk,0.9969092185893553,0.034716152183894566,6,-58.41967789508688,1,0.2517760755084924,0.9193580655184158,0.49329036490360667,0.24862082178699774,0.9545277196565934,101.60376415552994,1
song_94,Track 94,Artist 94,Country,0.18345240115022932,0.10207492476609792,5,-0.6046114547562951,1,0.2793564762972608,0.4372201276582013,0.630630605982971,0.450166664051207,0.5680485131987375,143.01680453720596,2
song_95,Track 95,Artist 95,Folk,0.5941418627564575,0.6014107220036113,9,-43.26774906052662,0,0.1200479481392438,0.9411804093492668,0.6711623533076001,0.3534302982898829,0.07224826262769324,72.88371544690503,4
song_96,Track 96,Artist 96,Indie,0.4113745714125894,0.8738218211622534,1,-4.587434583826436,0,0.2784293778686309,0.3924516888622668,0.7283104420478259,0.14319873792536397,0.7030668772678146,75.9183803556237,7
song_97,Track 97,Artist 97,Country,0.1263864224056671,0.11982475870926723,11,-0.24682345441705422,0,0.37803055600276875,0.9517746605906637,0.8659773170429443,0.9583702328827193,0.5372773578233019,108.49292499607213,1
song_98,Track 98,Artist 98,Indie,0.027843907577413396,0.4510892874668315,2,-24.009526731413146,1,0.13325491862199917,0.925738987733331,0.3928594430336376,0.9334193116272159,0.5725880505191555,122.44898058827027,3
song_99,Track 99,Artist 99,R&B,0.6227322822928333,0.9108789048064437,3,-58.00822109606629,0,0.19171306665695353,0.6605268899866162,0.7066319259638562,0.08460818603664055,0.994104244325465,158.90327024659473,8
song_100,Track 100,Artist 100,Rock,0.8067575637891261,0.8143009836715878,6,-55.10450217678438,0,0.13412134658202896,0.00882704846150284,0.7321746477702515,0.8273653535279964,0.15251428329954153,130.27502291219275,4
song_101,Track 101,Artist 101,Pop,0.842015661506744,0.5196678964659299,7,-31.104656693527335,0,0.4102798654941012,0.4003346819759369,0.3002741301269902,0.48837368271637316,0.6567959002878923,168.31169341751786,2
song_102,Track 102,Artist 102,Country,0.48271347307693446,0.771571439328831,10,-35.62967922531084,1,0.36249112960479835,0.9112351296955958,0.9681579502116412,0.7737358845808513,0.4587410972296917,86.13214033660304,0
song_103,Track 103,Artist 103,Country,0.7774554671823856,0.522693774044537,1,-23.629361653093937,1,0.43559821860920367,0.8851102891081147,0.865219173522062,0.15115713091376692,0.27189312488799566,131.5463419198061,9
song_104,Track 104,Artist 104,R&B,0.6728471334885447,0.15809233728284877,7,-33.66913141731816,1,0.08502494645082964,0.18738780009611367,0.28986132869956405,0.1322741377775437,0.6935447916629628,138.62860917511176,5
song_105,Track 105,Artist 105,Classical,0.7242545274991332,0.1247361132216791,10,-3.9553890437109374,1,0.036789819079875774,0.3991824959691026,0.6750686766869876,0.8907575008952041,0.6682128072499999,147.09660620583847,2
song_106,Track 106,Artist 106,Hip-Hop,0.4925990052218141,0.18836823206706976,8,-27.91561707518934,0,0.05969175192933668,0.8355099278794716,0.717800634459294,0.8978194918410608,0.8564951081235301,178.63808378743948,8
song_107,Track 107,Artist 107,R&B,0.6334117402421271,0.3509220949656795,6,-18.376436312253468,0,0.0805091664121182,0.5778778532500544,0.43148363627537933,0.4659121627536088,0.878869235186504,116.16405868945124,8
song_108,Track 108,Artist 108,Electronic,0.805525913576057,0.9305292676740187,0,-6.210883641450209,0,0.2665413303374012,0.8472992334462006,0.8637432859409664,0.870157797614898,0.5618194530492381,104.31834958354735,7
song_109,Track 109,Artist 109,Hip-Hop,0.39788417555702305,0.7996784136536014,5,-51.18768745000756,1,0.4854560351813824,0.826567384448563,0.6902293535090397,0.6674589515036302,0.32557256606771745,162.26480101845937,9
song_110,Track 110,Artist 110,Pop,0.8059789008675837,0.4328015612263175,7,-46.21592075288829,0,0.17861770830839102,0.907482006952483,0.6581546851527181,0.185009742610992,0.5295804504381451,81.21490861023786,1
song_111,Track 111,Artist 111,Hip-Hop,0.5920168427890629,0.493076709787574,4,-53.560880371559094,1,0.4792541346801026,0.1172205881945817,0.2208403722847182,0.3289542646821487,0.35925512670286286,64.44337167357273,5
song_112,Track 112,Artist 112,Classical,0.16590102437078624,0.26560945766641486,11,-51.621696046205265,0,0.01910039749458986,0.14521514145351566,0.4078423113495825,0.1360606505086699,0.2773560840296114,113.23068642375998,5
song_113,Track 113,Artist 113,Hip-Hop,0.024684157224584613,0.7043529564721301,1,-29.244961983946013,0,0.46343610140732916,0.08280902896905251,0.4339224891323499,0.7739486689309331,0.5515753777771667,89.66470254439226,7
song_114,Track 114,Artist 114,Pop,0.36275360039915205,0.802765671462038,4,-40.72924446195216,0,0.09057630365248559,0.9352688410954316,0.7336610965790206,0.9852507246957497,0.6579341741630693,107.58304815061089,8
song_115,Track 115,Artist 115,Classical,0.5466963282963399,0.23890469566757655,7,-34.60962962839471,0,0.4562374928596744,0.47516238437789315,0.6183945452575524,0.5463783265660116,0.5905712869103942,178.3299973735585,2
song_116,Track 116,Artist 116,Folk,0.8398203522034884,0.04182162378646537,1,-1.050610092356294,1,0.02811371505773058,0.06432528348244815,0.08586059062626705,0.6558644141148927,0.9544195213633195,101.81858762631029,0
song_117,Track 117,Artist 117,Country,0.1274856801402462,0.6238889431629704,0,-50.59773913224311,1,0.4741097237475163,0.32152990251404123,0.30769795188724003,0.7460925681336367,0.2986361185539649,144.9558850072056,3
song_118,Track 118,Artist 118,Country,0.8002063476835791,0.5625121191353166,3,-27.551275752115465,1,0.10039913215943042,0.35141264112996684,0.47304750446154553,0.2242591024304904,0.37234168505467413,90.0482411700558,5
song_119,Track 119,Artist 119,Indie,0.863009046067227,0.4021311550288764,3,-54.06773069678094,0,0.15135703003658035,0.8095598234767573,0.736732945856993,0.3360012476334342,0.6676428232235537,96.41075325194106,8
song_120,Track 120,Artist 120,Folk,0.1506874870008338,0.6438939417732101,8,-40.89022120416728,1,0.24547117205147906,0.7354768921709229,0.7435691300796741,0.4123212113242347,0.6003586275036069,89.17862321523093,9
song_121,Track 121,Artist 121,Folk,0.851594319304219,0.5506132979851436,2,-28.348444579524084,0,0.1903604406177376,0.689387049562569,0.49054330857163675,0.5945883121454721,0.0018633853373635212,128.65930442709012,6
song_122,Track 122,Artist 122,Hip-Hop,0.991453567842792,0.2505815765941928,3,-3.2020952420797357,0,0.333763984631575,0.021863552591378732,0.11693238226067759,0.8504925781487757,0.3122854685267412,87.13303034357205,6
song_123,Track 123,Artist 123,Country,0.7268388310482375,0.39772897562272236,2,-36.52630672299102,0,0.48740388362503867,0.9106957964263788,0.29290340337283904,0.2542035445899061,0.25376185246863747,146.20369231941186,1
song_124,Track 124,Artist 124,Pop,0.784769681824988,0.4281135697472417,1,-56.10559822711981,0,0.30321324540247035,0.21555526691574156,0.25469238224706925,0.47088880072778894,0.8399148866460157,141.63290382429165,8
song_125,Track 125,Artist 125,Jazz,0.9944152675588734,0.8802479944755637,3,-36.71031312238098,0,0.36074270471827463,0.6290614046926778,0.7810264103082412,0.7515339112047117,0.866248730884929,110.55236111872836,8
song_126,Track 126,Artist 126,Jazz,0.6054812505259454,0.9609041541289595,7,-51.25552944756134,1,0.04400262515285075,0.06181904301141916,0.17998631400565357,0.0873849995046243,0.28389314103115826,63.069242524536655,5
song_127,Track 127,Artist 127,Classical,0.3078863820162494,0.8930013623964971,0,-46.200623202513285,1,0.31390621453500267,0.0815260918720545,0.4649212223951922,0.5128934583261785,0.10207115362753638,62.71813586716418,5
song_128,Track 128,Artist 128,Country,0.8375308340760557,0.7191780240519796,7,-22.914562610100575,0,0.22692488852320658,0.009577296130122148,0.6707188035143901,0.14437970336572503,0.20520194705869943,123.93681805307199,4
song_129,Track 129,Artist 129,Country,0.6144857775116312,0.5849927336058218,7,-55.954568027779096,0,0.44289117895981417,0.5659276445453306,0.964786152950037,0.5391488967273493,0.17656839891905896,160.70385942680286,4
song_130,Track 130,Artist 130,Jazz,0.5811954237209566,0.689261635465955,2,-32.11657462499775,1,0.19410554982155098,0.6293796696169047,0.99924058022444,0.7678227613154368,0.23743535928508963,131.86484056511875,9
song_131,Track 131,Artist 131,Country,0.25363555551403827,0.939109220732689,9,-23.43230483935414,0,0.33972707202495955,0.050462303233228756,0.952922143555439,0.23694741104493977,0.2346449022974153,112.27805539020892,4
